index,thickness,intensity
108,3.0157094720610877,252.0
109,2.6989791138574915,251.0
110,2.3367209664249313,242.0
111,2.199181452841491,219.0
112,2.9422174074274845,252.0
113,2.5357596341166433,250.0
114,2.150996120472092,239.0
115,1.887411230041024,230.0
116,4.328569335464051,254.0
117,2.9363434515194506,243.5
118,2.1484455368417783,237.0
119,2.920819104320749,252.0
120,2.3723387183366715,242.0
121,3.5833589241853776,254.0
122,2.6513278645428677,249.0
123,2.7548479280962144,250.0
124,2.328227324782472,236.0
125,2.835804381997352,247.0
126,2.7126037576122126,249.0
127,2.7039524485684447,245.5
128,2.1589710447768784,249.0
129,2.513369766956533,247.0
130,3.843728740451056,254.0
131,2.8174036411474175,249.0
132,2.1155407647321605,242.0
133,2.433923084875006,246.0
134,2.540870779731266,246.0
135,2.1053817560948125,252.0
136,1.9397820345663117,239.0
137,1.9558141726371099,237.0
138,3.054629115316837,252.0
139,2.425886206570783,243.0
140,3.2314019807425916,252.0
141,1.8323076780574747,198.0
142,2.3065197632415524,239.0
143,1.8627173347889283,236.0
144,2.655899804700327,242.0
145,2.063361927520708,239.0
146,3.069598494509119,249.5
147,2.0646864288997304,239.0
148,2.2182499114586935,239.0
149,2.393854849945063,247.0
150,2.0564979451495646,220.0
151,2.203126097597817,240.0
152,2.1179841403616284,239.0
153,2.0312381033273654,234.5
154,2.5247775039376177,252.0
155,2.220208449914253,241.0
156,3.4271810486730274,253.0
157,2.628443263912375,245.5
158,2.2392170898942454,239.0
159,2.315073974581393,249.0
160,2.7916560724397534,246.5
161,2.6123448298423764,245.5
162,2.0843822123442486,237.0
163,2.1239949690556235,246.0
164,3.047516818887539,249.0
165,2.474360968732441,239.0
166,2.3178197168156762,239.0
167,3.136536266056214,249.0
168,2.257594861613534,233.0
169,2.4695460920744137,249.0
170,4.2379021112144395,254.0
171,2.4762427492985815,247.0
172,2.1692319300846914,218.0
173,2.634543728041411,249.0
174,3.053844427580114,252.0
175,3.0928991109235326,252.0
176,2.779525150760882,252.0
177,2.713134487769543,252.0
178,2.0532764993975356,198.0
179,3.610865034559392,253.0
180,2.0143431906377436,249.0
181,3.2593834431883546,252.5
182,3.039109876429776,250.5
183,2.194632390046045,232.0
184,2.446647169929157,242.0
185,2.0988476600187354,238.5
186,2.9516486487227933,252.0
187,2.5282171186199043,252.0
188,1.6967520390719781,231.0
189,2.014963678128819,230.0
190,2.119075246054904,239.0
191,2.2993007897734326,239.0
192,1.9797658007369119,232.0
193,2.7882338192599248,248.0
194,2.1186710097425028,232.0
195,1.9744437785111086,238.0
196,1.885212547373603,239.0
197,3.798095884337948,254.0
198,2.5685561329612074,243.0
199,2.6745262915045673,247.0
200,3.1408008737319784,252.0
201,2.9388629094413807,252.0
202,1.735573312007063,228.0
203,1.78310044878457,198.0
204,2.299405945281292,239.0
205,2.6993667607564937,250.5
206,2.323011623872286,250.0
207,2.547558629885195,248.5
208,2.151658800480411,239.0
209,3.9271166577183747,254.0
210,1.9025641053516749,238.0
211,3.6248223826825408,254.0
212,2.81743091382947,249.0
213,2.5756170755720142,245.0
214,2.498576873332752,246.0
215,2.8386717134510264,249.0
216,2.4819012731320385,245.0
217,2.4828105527218614,247.0
218,2.424110848348187,241.0
219,2.629119828055234,249.0
220,2.8531583577270743,252.0
221,2.7197532471877746,245.0
222,2.4092000063689065,239.0
223,2.4486817594424655,242.0
224,2.8818823199934007,245.0
225,3.8255303085772305,254.0
226,2.5375656900712436,250.0
227,2.1944785694526283,239.0
228,2.5457333163263676,243.5
229,2.4803476156290767,239.0
230,2.8866823786439357,249.0
231,2.8171533390294545,251.0
232,2.966086632412542,252.0
233,2.8466729115002076,246.0
234,2.029422631610425,239.0
235,3.377000141092934,253.0
236,2.192904756975906,245.0
237,3.1437967841001244,252.0
238,2.4996969026684015,245.0
239,2.600679071960957,245.0
240,3.0510749646287803,252.0
241,1.8900132612511111,238.0
242,3.276142026925826,254.0
243,3.13358526216994,252.0
244,2.513095500539136,242.0
245,2.2187993848209895,238.0
246,2.495262623292797,247.0
247,2.465271354622479,245.0
248,2.190374930021233,249.0
249,2.2756744244743814,240.5
250,2.161506837501442,230.0
251,2.9188797668421467,250.0
252,2.730855882376696,252.0
253,1.8195348562543188,231.0
254,3.282275562003675,254.0
255,2.383045915406245,239.0
256,2.1448399042122333,239.0
257,2.470712700321307,243.0
258,2.3639407360049,239.0
259,3.2244438124625705,252.0
260,2.713847846404272,248.0
261,2.284033471522436,242.0
262,3.7295688600466987,253.0
263,2.9923060255141376,252.0
264,3.006355669031888,252.0
265,2.7987598377216587,239.0
266,3.0707363491410526,252.0
267,2.2599274776839717,239.0
268,3.3637302426100306,253.5
269,2.219623456737572,239.0
270,2.40120799127465,243.5
271,3.691355580365611,254.0
272,3.1293112462858352,252.0
273,3.3754290780715523,252.0
274,3.2559161339291407,253.0
275,1.9860886514678984,236.0
276,2.2150220864896557,239.0
277,1.9614873306357368,219.5
278,3.5483056930440116,253.5
279,2.4662012170835577,252.0
280,3.991187609183738,254.0
281,3.351133296145007,252.0
282,2.8042328136377663,245.0
283,2.697178704651217,249.0
284,2.3333919639355587,239.0
285,2.3076719796419156,239.0
286,2.9435006903961694,252.0
287,1.2990481572981325,198.0
288,2.523000119377381,245.0
289,2.7201837280812002,250.0
290,2.4075709115065798,242.5
291,3.4132148867103163,253.0
292,2.398102953127484,221.0
293,2.05186491215463,243.0
294,1.4512492895979001,220.0
295,2.909144505534382,252.0
296,2.3860140801198626,250.0
297,2.6020244354737945,252.0
298,2.7619714244832996,245.0
299,2.270810979686375,238.0
300,2.941841552247022,252.0
301,2.6669054819469413,252.0
302,3.092926846458302,252.0
303,2.477184413973824,247.0
304,2.8929027576952926,248.0
305,2.0663191380231605,218.0
306,3.450085293742857,253.0
307,3.2647532812180993,254.0
308,2.5161951506910216,243.0
309,2.1216381888944436,239.0
310,2.1318057948860183,239.0
311,2.306414610717699,242.0
312,2.1915610666245833,245.0
313,2.388767459379011,248.5
314,2.3635023492261396,243.5
315,3.036012357441999,252.0
316,2.7645543993969848,251.0
317,2.8050936226042817,245.0
318,2.5112194595092605,239.0
319,2.8176684834658117,252.0
320,2.423472861557483,243.5
321,2.3954628071845945,241.0
322,3.562834806924844,252.0
323,2.4818556226410022,239.0
324,2.469570845096197,240.5
325,2.5642270658960054,247.0
326,3.3200030572053945,252.0
327,2.095942484168261,243.0
328,2.793432759532412,249.0
329,3.4500540589284814,252.0
330,2.190354825373843,239.0
331,1.9967786287745695,237.0
332,2.4274856566427947,239.0
333,3.740051524655385,254.0
334,4.513336014829267,254.0
335,2.4917137929815225,245.0
336,1.979050949474632,231.0
337,2.5024034355170377,245.0
338,2.1247914625229067,239.5
339,2.543826496997832,243.0
340,2.3665146263490557,242.0
341,2.707186639259347,252.0
342,1.82584267107804,190.0
343,2.585703905560932,242.0
344,2.340229953936699,240.0
345,2.3814024679608115,252.0
346,2.1080846495947547,249.0
347,2.2625547715946692,246.0
348,1.8183137286763662,235.0
349,3.2684395037737444,252.0
350,2.9214811696787226,230.0
351,2.1045606930728744,243.0
352,4.454975662813658,254.0
353,2.544167576767151,246.0
354,2.415007046856032,247.0
355,2.0581208404460267,239.0
356,2.2120858016645806,241.5
357,2.9410311703305387,252.0
358,2.5377699653512167,247.0
359,2.758870827637062,243.0
360,2.6568742474814653,233.0
361,2.5750888935658,245.0
362,1.782787802451695,222.0
363,2.8926718608217086,251.0
364,2.8004707890201694,251.0
365,2.9962070530102904,252.0
366,3.5723367071887133,252.5
367,2.7905371513935333,245.0
368,1.5883293778917775,205.5
369,2.916749798859874,252.0
370,2.6861169440958257,252.0
371,2.065056829348291,239.0
372,3.3361385821606016,254.0
373,2.3683353589140768,243.0
374,2.1599666327572393,239.0
375,2.0192768677832227,239.0
376,2.709536128218077,249.0
377,2.130790505963203,239.0
378,2.166169644298022,239.0
379,2.6303216964265497,252.0
380,2.5387425396118424,252.0
381,2.4689455454050777,247.0
382,3.562421937703575,254.0
383,4.7259310705584,254.0
384,2.4744776687988392,247.0
385,2.0165552496694454,239.0
386,3.0041664081501707,252.0
387,2.4157730177383994,247.5
388,3.625176231674965,253.0
389,2.04816900986709,239.0
390,3.440520307264577,252.0
391,2.4312373131943197,239.5
392,2.3382068574959667,243.0
393,2.455098423564419,252.0
394,1.766094821053597,236.0
395,2.750708511628149,252.0
396,2.9202404551938486,249.0
397,2.5071601012690836,239.0
398,2.4684916843742086,239.0
399,2.8529499019705957,243.5
400,2.3572365178006933,240.0
401,3.4733750317127123,254.0
402,4.899269578174406,254.0
403,2.0281393659001865,233.0
404,2.553361320762054,243.0
405,2.9523551700399553,251.0
406,2.8386078227165146,252.0
407,1.5565084914241663,229.0
408,2.2487240447709524,246.5
409,3.2097718313445704,252.0
410,2.2205318512419563,238.5
411,2.60916331816859,243.5
412,2.3930447675638336,239.0
413,1.983119645473593,230.0
414,3.251561890770179,253.0
415,2.835767727643096,251.5
416,3.0324474109339086,252.0
417,2.0759145096241305,237.5
418,2.077564258134253,236.0
419,2.3485959379645447,250.0
420,2.5780033079821982,249.0
421,2.996477917279781,250.0
422,3.3377683408304764,252.0
423,4.290824632917033,254.0
424,3.069501986863931,252.0
425,1.9820857808478283,238.0
426,2.0583248381929504,237.0
427,2.4562249893026573,238.5
428,4.704112560167885,254.0
429,1.7995372345094738,232.0
430,2.0492226441328065,216.0
431,2.9838359843512623,252.0
432,2.716209108529327,250.0
433,2.244810391589431,238.5
434,4.007380496550141,254.0
435,2.772837746459745,245.0
436,2.3405963417518074,240.5
437,2.215131634828802,239.0
438,3.0099648739204583,253.0
439,2.1571432218444553,239.0
440,1.8343640532802699,232.0
441,2.5635397500565174,243.0
442,2.7865081848206885,249.0
443,3.3491661489500144,252.0
444,3.1045666568949795,252.0
445,2.9498849949383734,252.0
446,2.51610502341461,244.0
447,3.9505803887976576,254.0
448,2.682697910339887,248.0
449,1.9831903303675595,245.0
450,2.6963644424319906,248.0
451,3.3481408590312243,251.0
452,2.2642230013228906,245.0
453,3.0997612836760338,252.0
454,2.218348298318145,239.0
455,2.4613806265039884,242.0
456,2.763059086716317,250.0
457,1.7026219861970722,232.0
458,2.839713030130047,247.0
459,3.703003576245362,254.0
460,3.2753399511198027,252.0
461,2.9852140435843064,248.0
462,1.723630297404942,235.0
463,2.568922473833602,248.5
464,2.433397651289333,243.0
465,2.925793486235023,250.0
466,2.4903609167830836,243.0
467,2.6567085342890637,245.0
468,3.0584719443216772,252.0
469,2.812778046281159,250.5
470,3.0898229029202473,252.0
471,2.9744036757125216,251.0
472,5.031831669723735,254.0
473,1.9836384457964913,239.0
474,2.9607482116006953,252.0
475,3.2498619501698256,253.5
476,2.485559441223844,239.0
477,2.7822432538917568,246.5
478,1.8672325196308428,239.0
479,2.040731016027985,236.0
480,2.4757445439047343,246.0
481,3.4021011231508336,253.0
482,2.537677085125841,249.0
483,2.6990302257260734,249.0
484,1.913499462839713,232.0
485,2.424736997654844,249.0
486,2.0330607334064523,232.0
487,2.853352393425296,245.5
488,2.9426045959992315,252.0
489,2.3068398543595587,239.0
490,2.3796339841409067,247.0
491,2.3844279809238973,236.0
492,2.0408051975546484,231.0
493,1.5054590172217834,220.0
494,2.2030648022168493,236.0
495,2.703966292038582,249.5
496,3.550040394400231,254.0
497,2.8903226106295548,243.5
498,2.460848138520517,241.0
499,2.84761346661371,249.5
500,2.1972227167627962,239.0
501,2.979803144180895,249.0
502,2.3161919950511836,249.0
503,2.0338668739875647,239.0
504,2.6391754461892534,252.0
505,2.948051720516677,249.0
506,1.4426939428308718,193.5
507,2.2915000103862866,242.0
508,2.583323674379719,246.0
509,2.512685574394615,251.0
510,2.4283096734500624,246.5
511,1.7628184642733313,232.0
512,1.8528779418174246,230.0
513,2.789002942765078,248.0
514,3.3352118397797446,253.5
515,2.363865290383574,242.0
516,2.581129090370192,252.0
517,2.7472464387005244,252.0
518,2.2908694622350394,239.0
519,2.369832709764473,239.0
520,3.010972132033226,251.0
521,3.3894877499196223,249.0
522,2.9531126187973444,252.0
523,2.5928370107922807,246.0
524,2.674193038455951,250.0
525,1.552764440069225,227.0
526,2.7408803290371995,249.0
527,2.693273724341219,245.0
528,3.3971655251897035,253.0
529,2.8290972019210923,239.0
530,2.3581802820883917,239.0
531,2.5074720419010563,245.0
532,2.805038745058808,245.0
533,2.877057139726365,251.0
534,2.304138325454761,247.5
535,1.5808442119838042,229.0
536,2.3290924304054874,242.5
537,2.5386722208903096,239.0
538,4.6523521234959375,254.0
539,2.543439288744248,246.5
540,3.070462703986632,252.0
541,2.904392981422911,252.0
542,1.8853198431793956,236.0
543,2.968418779454673,252.0
544,1.8769294374110437,243.0
545,3.301240204878803,253.0
546,3.1934838101669785,252.0
547,2.8162933890669235,251.0
548,3.827460959916843,254.0
549,2.080857343551809,238.5
550,3.531021765237114,253.5
551,2.2926119131829163,239.0
552,2.1213805639976373,239.0
553,2.2664202777356333,242.0
554,4.021623596796534,254.0
555,2.5494807775464086,247.0
556,2.7304410837454482,247.0
557,2.007344513524553,232.0
558,3.202818568233444,253.0
559,2.090137894255134,229.0
560,1.6063488388684286,235.0
561,2.80180386489649,250.5
562,1.9629373484457115,227.5
563,2.827140808480587,252.0
564,3.167203382653618,254.0
565,2.2296957892523768,242.5
566,3.030282079523164,252.0
567,1.6544636057977893,237.5
568,2.64965235421526,246.0
569,2.530879660564578,246.0
570,2.6085397926870026,239.0
571,2.5673295555905082,246.0
572,2.5105878521483387,246.0
573,2.642175594811977,249.0
574,2.5003540566541353,252.0
575,1.9922773696706397,239.0
576,3.0732364812280752,249.0
577,3.5264020430727876,253.0
578,2.2275569001990445,239.0
579,3.563102125692445,254.0
580,2.5296828105130147,242.5
581,2.3351456800764665,245.0
582,3.194601089294048,252.0
583,2.013126995904911,241.0
584,2.5511598941352664,239.0
585,2.2955091584515306,239.0
586,1.996779245412369,245.0
587,2.6223396427911476,252.0
588,2.7098464118573116,252.0
589,2.945353210574701,247.0
590,2.128280512347613,239.0
591,3.535412195807615,252.0
592,3.721688734367982,254.0
593,2.758707467334066,246.0
594,2.911084118517547,251.0
595,1.359094801438398,200.0
596,2.1293524349333386,236.0
597,1.8169478532145076,227.0
598,2.25889185916122,240.5
599,2.5538092140084796,236.0
600,2.5210132256059175,243.0
601,2.506644579094172,244.5
602,2.6414860357476257,247.0
603,2.9289755729282807,251.0
604,2.8794053218636098,249.0
605,3.093780220732932,252.0
606,3.010189317207784,252.0
607,2.050766723612792,236.5
608,2.3590678471063975,239.0
609,3.7249222430912234,253.0
610,2.341477452000081,243.0
611,2.6600723895377865,249.0
612,3.492157073886966,253.5
613,2.792994582051719,252.0
614,2.7672178580826854,252.0
615,2.0358089364100147,239.0
616,2.357301818276929,249.0
617,3.338117214857224,252.0
618,3.1837887273372103,252.0
619,2.2878396142655313,249.0
620,2.318120592275668,239.0
621,4.406962070562932,254.0
622,2.1642435387022028,239.0
623,2.535854533545833,249.0
624,2.0913274308929135,243.0
625,2.1988597690432026,241.5
626,2.6017968284762025,242.0
627,2.7599326553948886,249.0
628,3.1810519040826484,253.0
629,2.8647217868165433,250.0
630,2.216909179760629,239.0
631,2.8054234463834966,248.0
632,3.8323374196448308,254.0
633,4.637451060369298,254.0
634,2.668984871182543,239.0
635,2.0019795885354186,237.5
636,3.077324772909531,252.0
637,3.296575811523667,252.0
638,3.267275077985596,254.0
639,3.366962714144112,253.0
640,2.497301608518023,248.0
641,2.6824829720176275,252.0
642,2.125751607011146,239.0
643,3.2277915403209536,252.0
644,2.2717059709017366,239.0
645,2.3572661963204182,246.0
646,2.81250064599276,247.5
647,3.0601136024149693,250.5
648,2.548577769751718,251.0
649,2.520670660658223,249.0
650,2.333726040903495,242.0
651,2.1975267030018495,239.0
652,2.5993098206576803,198.0
653,2.430794224037031,247.0
654,3.3172469373604994,254.0
655,2.362366191365761,242.0
656,2.4106282568488333,237.5
657,2.8097158799351436,247.0
658,2.678893952545515,250.0
659,2.740337167476219,249.0
660,3.020927480027675,252.0
661,2.2240852864855643,241.5
662,3.937841868104002,254.0
663,2.0989142415042763,135.0
664,2.733005297304626,252.0
665,2.3916750853611926,235.0
666,2.916264613633582,250.0
667,1.88103892828501,238.0
668,2.204719448339155,239.0
669,2.799265350665442,252.0
670,3.5367706419963088,253.0
671,3.1189202908913423,252.0
672,1.8101767104618345,218.0
673,2.6879637608719125,249.0
674,3.051360745865623,252.0
675,2.5632418926902036,239.0
676,2.9497859620844498,252.0
677,2.672373226508055,249.0
678,2.047341413818053,236.0
679,2.7554423000812194,245.0
680,3.2909188293220706,253.5
681,2.7437255567848355,249.0
682,1.8260580236600994,200.0
683,2.8298829051602374,252.0
684,2.1394144811684663,240.5
685,3.1482338888655415,252.0
686,2.5351949500210735,245.0
687,2.84996238510642,251.0
688,2.896455937713796,252.0
689,3.747825080132801,254.0
690,1.7914303115480767,232.0
691,2.583521682578645,242.0
692,2.5487843671829626,242.0
693,2.7221031984001405,245.5
694,2.8357504760332923,245.5
695,2.68744984229248,239.0
696,3.0460728707583615,251.0
697,2.2358960721358336,239.0
698,2.913211796599805,252.0
699,3.695554633193173,254.0
700,2.8432457725512035,245.0
701,2.0282480133995318,232.0
702,2.5379904661005415,241.0
703,2.5284400238160387,239.0
704,2.0416993125228005,239.0
705,2.5160671036712414,239.0
706,2.4812015182358533,246.5
707,2.9890646403489525,252.0
708,2.2013655655795463,236.0
709,2.751438747636185,246.0
710,3.0791160258807273,250.0
711,3.1441064191501575,252.0
712,2.1770926300312907,245.0
713,2.8639309392248307,252.0
714,2.645133472169661,252.0
715,1.8953674071284254,247.0
716,4.2316243342083615,254.0
717,2.883300458393719,252.0
718,2.7046964042306727,246.0
719,4.376226251068197,254.0
720,2.1412521539101075,243.0
721,2.1818905029127027,239.0
722,2.7499318301181086,239.0
723,2.0684938627573244,239.0
724,4.067808951929626,254.0
725,2.7990644803586338,251.0
726,2.0431276340204403,217.0
727,3.106466483536281,250.0
728,2.4548430941898927,239.0
729,3.1300079075379807,252.0
730,2.478950804486918,252.0
731,2.551529034217014,242.0
732,2.65562140489007,251.0
733,1.9980085012065236,223.0
734,2.727274039094153,249.0
735,1.9008406734057681,238.0
736,2.6145984415765344,239.0
737,2.1681261210182003,246.0
738,2.8670305068645376,252.0
739,3.3585633272743656,254.0
740,2.87802996085528,252.0
741,3.0894283621812724,252.0
742,3.4156034861285365,253.0
743,2.560013009476832,245.0
744,2.3420525119642006,243.0
745,4.071772873319428,254.0
746,2.843074763043059,251.0
747,2.0589452816042995,228.0
748,1.6540042429921602,231.0
749,2.717854902596562,249.0
750,2.765442263947641,247.0
751,3.1933440784019855,252.0
752,2.9682561233278806,249.0
753,3.7129182106901,254.0
754,2.187812593588062,239.0
755,2.4840077084811583,252.0
756,2.6101297199707845,239.0
757,3.44567550854486,253.0
758,2.251246639532542,232.0
759,2.17775387694819,239.0
760,1.9348132377271958,241.0
761,2.0218270940303595,239.0
762,2.4530652384563476,251.5
763,2.1455755302338,239.0
764,4.305163030196908,254.0
765,2.2353382171258573,239.0
766,2.0701963475703633,239.0
767,2.2168645763258428,247.0
768,2.9173278165348977,252.0
769,3.8815086562966434,254.0
770,2.320045774899313,240.5
771,3.041572153791268,252.0
772,3.3716802791530385,252.0
773,2.61284091930348,252.0
774,2.8029724932657833,252.0
775,2.8527338689241146,248.0
776,2.3190223483541366,248.0
777,3.0766404903760454,251.5
778,2.0070352007286614,236.0
779,2.917515543390597,250.0
780,2.3833995773094188,242.0
781,3.27447607926338,253.0
782,2.0984738943380763,246.5
783,4.628848503014972,254.0
784,2.4039746538725613,243.0
785,2.384288405653834,245.0
786,2.8896166498410993,252.0
787,2.3522593164399987,240.5
788,2.556410109528169,242.5
789,2.5863376647352396,252.0
790,3.1037037959064246,254.0
791,2.4722266753727156,239.0
792,2.5277365523435225,239.0
793,3.3254392727815154,252.0
794,2.659669759083239,248.0
795,2.8211518416994132,242.0
796,3.113345954496245,252.5
797,2.7230690865742475,251.5
798,2.6779426831418505,252.0
799,3.1422083833297836,252.0
800,1.7368530429876632,218.0
801,2.6766642857918437,245.0
802,2.7624620566262923,249.0
803,2.253010225031538,232.0
804,2.4244556249061207,233.0
805,2.5456005294193584,248.0
806,2.368767736344096,239.0
807,1.8225780129154705,230.0
808,2.367247314315429,243.0
809,2.253125297113908,238.0
810,2.3402416352121165,245.0
811,2.3704953268714632,247.0
812,2.3267400040145634,249.5
813,2.577794011962061,247.0
814,2.3012548025490753,245.0
815,2.516526553704688,247.0
816,1.9280322996319603,236.0
817,2.2638829898768056,239.0
818,2.558239793066819,245.0
819,2.3768784582548723,239.0
820,3.7474371018458292,254.0
821,3.178736538604349,253.5
822,2.914438589276573,245.0
823,2.6044565162072777,246.0
824,3.605978084941081,252.0
825,3.743208309698611,254.0
826,2.027507922662307,207.0
827,5.251568541835628,254.0
828,2.1758112973347106,247.0
829,2.4248598094197225,246.0
830,2.5480557331003926,249.0
831,1.876339545657488,191.0
832,2.5933652213034875,249.0
833,5.4015582832473745,254.0
834,2.821355890858273,249.0
835,2.850337298208002,249.0
836,2.114567515365845,232.0
837,1.9948767117540553,238.0
838,2.5537412848614913,239.0
839,2.9790298581526695,250.5
840,2.2964358942713727,248.0
841,3.8047301330530092,254.0
842,2.2900806177313515,242.0
843,1.9567836950496227,238.0
844,1.8461805604687402,218.0
845,3.0821959757792503,250.5
846,2.6902319435111917,247.0
847,3.14450099857916,252.0
848,2.031830702012786,219.0
849,2.4152578013618284,242.0
850,2.1614466295483807,239.0
851,2.5711206194190535,240.0
852,2.0731496737925315,239.0
853,2.143744702698208,232.0
854,2.0127245676572167,238.0
855,2.7823679773766314,252.0
856,3.3157414298328995,252.0
857,2.6015614190209386,250.0
858,2.376992631504286,245.0
859,2.017215948940815,239.0
860,2.531260843572575,250.0
861,2.657869902284905,252.0
862,2.8337162055751777,252.0
863,3.3404843315142148,252.0
864,3.6371541016877145,254.0
865,2.514255603107039,242.0
866,2.61095513165633,239.0
867,3.461613116253633,253.0
868,2.638393016861713,251.0
869,2.193709144118066,249.0
870,3.407882381782998,253.0
871,1.8969143161033395,236.0
872,2.1435047021643414,243.5
873,3.4216482467917397,253.0
874,2.7736181802305757,247.0
875,3.7118609521221013,254.0
876,3.282872431000928,251.0
877,2.934784767596702,249.0
878,2.9809081137461817,252.0
879,2.879306137455241,252.0
880,2.205419389011139,243.0
881,1.7851161238052138,238.0
882,2.8077713447011092,249.0
883,2.502093835000914,247.5
884,2.829408029607043,251.0
885,2.54948117553145,241.0
886,2.6662254428462213,249.0
887,3.12216286268478,252.0
888,2.4541631473129706,242.0
889,2.0629004097583046,198.0
890,2.3840102823433655,239.0
891,3.2720132651892158,253.0
892,2.8603415980789535,252.0
893,4.271103623899434,254.0
894,2.704201957748052,247.5
895,2.9469300665725218,245.0
896,2.353019082028988,242.0
897,2.731050948968396,245.5
898,2.57732821160828,242.0
899,1.575386496766572,231.0
900,2.1152408527689244,239.0
901,2.5961379018205593,247.5
902,2.761938803945656,251.0
903,2.4538218994332954,249.0
904,3.135141223616185,252.0
905,2.4599551617049453,250.5
906,1.9596935617597933,239.0
907,3.733189455283838,254.0
908,1.9104191100487569,231.5
909,2.0146628063306373,238.0
910,1.7776427121278395,207.0
911,3.2175880090581277,251.0
912,2.6374932756725142,242.0
913,2.8293766100310163,252.0
914,2.6071275991396465,252.0
915,3.1760460469314604,253.0
916,2.9913846094060275,251.0
917,2.209796931990098,239.0
918,2.561921023557088,223.0
919,2.2239508762637525,240.5
920,1.8939494984501561,198.0
921,2.741322626982889,246.5
922,2.5702568931869454,245.0
923,2.184234169783954,239.0
924,4.583900932234069,254.0
925,3.0127541538080616,252.0
926,2.6805940511987556,247.0
927,4.033329345172673,254.0
928,3.388239321354828,253.5
929,2.239643596112808,236.0
930,1.416952151340364,218.5
931,2.3864679200367784,247.0
932,3.7751309516617564,254.0
933,2.9131843436168543,252.0
934,3.2067713846817787,252.0
935,2.865006212967399,249.0
936,3.4693705833297037,254.0
937,2.700682274817697,247.0
938,2.035374811033116,233.0
939,2.4324430305072613,243.0
940,3.5381705055584525,254.0
941,2.4511002324359876,237.5
942,2.508926186929535,239.0
943,3.526964792993212,252.0
944,2.417919943987272,246.0
945,3.5493616406809405,252.0
946,2.338176316927355,239.0
947,4.56306265618657,254.0
948,2.549964546256145,239.0
949,2.487107877247194,252.0
950,3.124891646634182,253.0
951,2.351741116044883,247.0
952,3.3423729456948448,252.0
953,2.171371669636702,232.0
954,1.6218495479839896,201.0
955,2.3219256759026847,246.0
956,3.106369763783934,250.0
957,2.1081070391018013,242.0
